trip_id,vessel_id,vessel_type,dwt_tonnes,cargo_capacity_tonnes,engine_power_kw,sfoc_baseline_g_kwh,fuel_type,fuel_energy_density_relative,fuel_cost_per_tonne_usd,emission_factor_wtw_relative,distance_nm,speed_kn,cargo_load_tonnes,cargo_load_ratio,sea_state_douglas,wave_height_m,wind_speed_kn,weather_resistance_factor,voyage_duration_hr,physics_base_fuel_tonnes,engine_efficiency_degradation,auxiliary_power_kw,shore_power_available,fuel_consumed_tonnes,fuel_residual_tonnes,voyage_cost_usd,ghg_emissions_co2e_tonnes
TRIP-0108,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3016.5,13.6,25707.4,0.8034,3,2.25,14.2,1.0713,221.8,179.9,1.064,714.1,1,238.434,58.534,161079.08,853.594
TRIP-0109,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1739.9,14.95,73740.1,0.4338,4,1.59,29.9,1.1199,116.38,674.691,1.048,1813.2,0,876.301,201.61,1003431.1,473.203
TRIP-0110,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1893.8,13.36,72300.7,0.4253,1,0.79,5.0,1.0075,141.75,269.173,1.048,1758.3,0,332.84,63.667,245860.8,1191.567
TRIP-0111,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3948.5,10.88,24358.5,0.7612,2,1.72,15.6,1.0484,362.91,129.757,1.064,632.8,0,188.613,58.856,164868.14,526.23
TRIP-0112,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,669.2,11.58,52751.7,0.7536,5,4.42,39.4,1.1591,57.79,41.601,1.04,1125.0,0,59.602,18.001,70239.56,166.29
TRIP-0113,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1697.4,10.17,37166.8,0.3644,3,2.29,21.6,1.0824,166.9,35.307,1.016,1414.6,0,52.312,17.005,175473.6,15.17
TRIP-0114,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,3359.4,12.09,91388.5,0.896,2,0.76,17.5,1.0513,277.87,291.902,1.016,1466.3,0,359.925,68.023,309741.5,1004.191
TRIP-0115,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,4068.7,16.37,92543.0,0.9073,4,2.26,21.3,1.1069,248.55,649.854,1.016,1402.1,0,808.563,158.709,659679.14,2255.891
TRIP-0116,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2244.7,12.93,22905.2,0.7158,3,1.19,14.9,1.0724,173.6,118.52,1.064,635.1,0,160.099,41.579,117011.38,573.154
TRIP-0117,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3448.2,13.18,61473.7,0.3616,2,1.69,18.6,1.0529,261.62,407.779,1.048,1748.5,0,549.131,141.352,467822.18,1532.075
TRIP-0118,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2910.6,10.24,14545.2,0.4545,2,1.31,12.8,1.0442,284.24,78.578,1.064,724.4,0,126.805,48.227,116657.9,353.786
TRIP-0119,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,4106.4,14.76,61924.6,0.6071,4,2.78,28.9,1.1183,278.21,1141.184,1.016,1465.3,1,1465.035,323.851,1416283.25,1831.294
TRIP-0120,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,568.0,9.57,23074.8,0.7211,3,1.28,16.8,1.0752,59.35,16.45,1.064,703.6,1,27.277,10.827,30161.74,97.652
TRIP-0121,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,805.3,11.94,29556.7,0.9236,4,2.06,21.5,1.1073,67.45,33.1,1.064,723.7,1,48.02,14.92,50705.6,133.976
TRIP-0122,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,959.6,13.52,67795.5,0.9685,5,3.28,32.3,1.1485,70.98,196.727,1.04,1111.3,0,259.229,62.502,270017.55,324.036
TRIP-0123,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2765.4,15.38,15895.7,0.8592,3,2.09,19.7,1.0796,179.8,588.757,1.032,893.7,0,716.791,128.034,696751.45,895.989
TRIP-0124,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2695.1,14.07,15191.0,0.8211,4,2.35,26.5,1.1147,191.55,476.266,1.032,866.9,1,635.622,159.356,615140.9,794.527
TRIP-0125,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,661.5,16.1,64451.3,0.6319,2,0.63,15.2,1.0478,41.09,36.928,1.016,1403.2,0,42.558,5.63,148162.4,12.342
TRIP-0126,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1253.2,11.32,105733.2,0.622,4,1.62,32.3,1.1235,110.71,292.478,1.048,1771.6,1,460.568,168.09,541624.8,248.707
TRIP-0127,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2367.9,15.15,86600.1,0.849,3,1.83,20.2,1.0803,156.3,123.322,1.016,1372.9,1,155.257,31.935,459219.6,45.025
TRIP-0128,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1550.3,15.59,18405.4,0.9949,3,1.59,18.5,1.0777,99.44,349.086,1.032,917.6,0,407.496,58.41,402921.2,509.37
TRIP-0129,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,2840.4,11.93,51884.4,0.7412,3,1.82,17.8,1.0767,238.09,467.118,1.04,1056.9,0,615.664,148.546,700980.4,332.459
TRIP-0130,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,1654.9,9.52,24764.2,0.7739,3,2.44,12.1,1.0682,173.83,41.762,1.064,684.8,1,67.413,25.651,65832.14,188.082
TRIP-0131,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,3769.7,12.66,9297.0,0.5025,3,1.5,18.3,1.0775,297.76,250.934,1.032,900.9,1,329.978,79.044,215886.36,1181.321
TRIP-0132,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1903.6,12.77,10795.0,0.5835,3,1.54,19.5,1.0793,149.07,131.376,1.032,912.2,1,167.892,36.516,115393.04,601.053
TRIP-0133,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,914.1,17.08,8950.2,0.4838,2,0.67,13.8,1.0457,53.52,37.004,1.032,927.7,0,43.973,6.969,138924.4,12.752
TRIP-0134,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,4150.5,9.23,14285.5,0.4464,6,1.82,45.9,1.1939,449.67,208.95,1.064,689.9,1,385.631,176.681,379599.45,482.039
TRIP-0135,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,965.2,12.06,118313.1,0.696,2,0.77,18.3,1.0524,80.03,104.168,1.048,1803.3,1,137.991,33.823,142632.98,384.995
TRIP-0136,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1444.6,11.64,99569.9,0.9762,4,3.55,22.4,1.1086,124.11,45.737,1.016,1371.8,0,61.987,16.25,202563.6,17.976
TRIP-0137,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,918.5,14.69,59467.6,0.8495,4,3.4,26.2,1.1143,62.53,235.045,1.04,1144.1,1,306.543,71.498,356447.3,165.533
TRIP-0138,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,4115.5,18.0,7054.7,0.3813,3,2.47,23.0,1.0845,228.64,1076.169,1.032,890.7,1,1315.663,239.494,1261179.85,1644.579
TRIP-0139,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2970.1,13.83,10407.6,0.5626,4,3.03,29.6,1.1194,214.76,478.528,1.032,877.6,1,623.957,145.429,604059.15,779.946
TRIP-0140,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1965.8,10.79,18822.4,0.5882,4,2.13,23.6,1.1104,182.19,70.076,1.064,649.8,0,106.209,36.133,83599.58,380.228
TRIP-0141,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,2972.4,11.51,13731.5,0.7422,3,1.73,17.3,1.0759,258.25,345.475,1.032,920.3,0,446.541,101.066,440013.95,558.176
TRIP-0142,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,2646.6,11.78,42646.4,0.6092,3,1.99,22.7,1.084,224.67,188.979,1.04,1131.3,1,277.661,88.682,191399.82,994.026
TRIP-0143,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,528.0,10.11,81133.5,0.4773,3,2.52,15.4,1.0731,52.23,94.719,1.048,1822.7,1,144.109,49.39,193519.9,77.819
TRIP-0144,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2469.4,14.69,97332.9,0.9542,3,1.06,22.0,1.083,168.1,123.898,1.016,1410.0,1,150.772,26.874,446661.6,43.724
TRIP-0145,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,3679.8,12.63,30106.6,0.4301,4,1.64,21.0,1.1065,291.35,288.515,1.04,1129.3,1,388.025,99.51,259825.5,1389.13
TRIP-0146,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2726.0,15.43,17915.6,0.9684,4,3.32,19.9,1.1048,176.67,298.979,1.032,855.2,1,368.968,69.989,240060.16,1320.905
TRIP-0147,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,1807.7,14.54,65451.1,0.935,2,1.54,11.0,1.0415,124.33,212.661,1.04,1132.3,0,269.524,56.863,190854.88,964.896
TRIP-0148,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1121.7,14.16,13529.0,0.7313,4,3.27,19.7,1.1045,79.22,196.843,1.032,843.6,0,245.258,48.415,248795.1,306.572
TRIP-0149,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1946.4,13.28,85130.2,0.5008,3,1.79,25.8,1.0887,146.57,606.121,1.048,1743.6,0,783.825,177.704,901707.5,423.266
TRIP-0150,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3529.2,9.09,18294.7,0.5717,3,1.51,24.7,1.0871,388.25,88.923,1.064,703.3,0,162.49,73.567,118493.8,581.714
TRIP-0151,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,1857.7,14.17,62298.8,0.6108,2,1.34,12.9,1.0443,131.1,207.064,1.016,1453.2,1,248.729,41.665,218508.62,693.954
TRIP-0152,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1732.1,12.7,39257.2,0.5608,4,3.59,27.3,1.1159,136.39,284.033,1.04,1105.8,1,390.459,106.426,390186.05,488.074
TRIP-0153,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1148.6,14.94,17990.4,0.9725,4,1.68,25.1,1.1126,76.88,236.399,1.032,843.7,0,308.49,72.091,308865.5,385.613
TRIP-0154,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1977.5,17.49,9296.6,0.5025,2,1.79,18.2,1.0523,113.06,84.305,1.032,888.0,1,97.37,13.065,283936.0,28.237
TRIP-0155,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,3294.5,14.37,41608.9,0.4079,2,1.59,16.6,1.0499,229.26,138.395,1.016,1440.9,0,165.916,27.521,493564.8,48.116
TRIP-0156,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1968.8,13.32,93260.4,0.5486,3,1.98,19.2,1.0788,147.81,287.244,1.048,1821.9,1,364.711,77.467,261120.82,1305.665
TRIP-0157,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,1969.6,13.74,12501.4,0.6758,3,2.03,21.4,1.0821,143.35,160.703,1.032,887.2,0,200.673,39.97,140217.26,718.409
TRIP-0158,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3071.3,11.22,14809.3,0.4628,2,1.77,15.1,1.0476,273.73,229.435,1.064,708.2,0,334.954,105.519,335956.3,418.692
TRIP-0159,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3329.8,11.68,23810.1,0.7441,2,1.2,12.4,1.0436,285.09,288.879,1.064,640.6,0,386.025,97.146,384473.75,482.531
TRIP-0160,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,4073.5,14.3,22630.2,0.7072,3,1.46,19.1,1.0787,284.86,525.077,1.064,670.0,0,673.886,148.809,657941.7,842.357
TRIP-0161,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,1062.5,14.34,78808.3,0.7726,1,0.77,7.7,1.0115,74.09,315.397,1.016,1375.8,0,362.179,46.782,427396.9,195.577
TRIP-0162,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2384.9,14.15,66383.2,0.3905,7,5.52,44.0,1.216,168.54,818.999,1.048,1760.6,1,1157.482,338.483,1308230.2,625.04
TRIP-0163,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,3780.4,13.98,8046.8,0.435,3,1.25,17.1,1.0756,270.41,603.997,1.032,875.4,1,773.126,169.129,745769.7,966.408
TRIP-0164,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,1461.3,12.39,25373.2,0.3625,4,1.53,25.1,1.1126,117.94,94.182,1.04,1071.5,0,132.888,38.706,127402.64,370.758
TRIP-0165,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,HFO,1.0,620.0,1.0,4050.4,15.36,60969.9,0.871,3,1.1,19.7,1.0796,263.7,523.879,1.04,1095.4,0,625.281,101.402,411424.22,2238.506
TRIP-0166,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1959.6,14.33,10995.1,0.5943,3,2.31,24.5,1.0868,136.75,341.451,1.032,929.5,1,432.087,90.636,421782.65,540.109
TRIP-0167,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1442.3,12.78,20302.1,0.6344,4,1.29,31.3,1.122,112.86,72.953,1.064,672.1,1,105.473,32.52,78643.26,377.593
TRIP-0168,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3765.1,13.89,20572.9,0.6429,2,1.79,12.9,1.0443,271.07,450.843,1.064,630.8,0,584.891,134.048,573396.45,731.114
TRIP-0169,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,544.8,10.43,67373.9,0.3963,6,4.46,32.1,1.1731,52.23,46.829,1.048,1759.7,1,77.762,30.933,83212.44,278.388
TRIP-0170,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,2943.1,12.22,7658.2,0.414,4,1.84,16.4,1.0996,240.84,59.98,1.032,842.2,1,80.002,20.022,235305.6,23.201
TRIP-0171,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,949.1,11.1,15478.3,0.4837,3,2.29,21.0,1.0815,85.5,34.879,1.064,679.0,1,50.63,15.751,44640.6,181.255
TRIP-0172,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,LNG,1.15,780.0,0.78,2781.0,16.44,70226.9,0.6885,2,0.65,9.2,1.0388,169.16,425.305,1.016,1429.9,0,501.252,75.947,419976.56,1398.493
TRIP-0173,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3989.4,12.64,127229.8,0.7484,2,0.75,10.2,1.0403,315.62,479.109,1.048,1818.7,1,598.906,119.797,502146.68,1670.948
TRIP-0174,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1317.9,11.99,24430.3,0.7634,6,4.49,36.8,1.1802,109.92,60.521,1.064,644.1,0,91.853,31.332,74698.86,328.834
TRIP-0175,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1109.8,15.62,64270.7,0.3781,2,1.47,17.0,1.0505,71.05,212.928,1.048,1751.4,1,266.69,53.762,200347.8,954.75
TRIP-0176,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,1600.9,13.54,115673.8,0.6804,3,2.14,24.2,1.0863,118.23,249.489,1.048,1793.6,1,325.554,76.065,236843.48,1165.483
TRIP-0177,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,LNG,1.15,780.0,0.78,3187.9,9.56,35723.9,0.5103,7,2.52,38.4,1.2076,333.46,127.141,1.04,1130.0,1,225.028,97.887,194771.84,627.828
TRIP-0178,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,2493.2,14.13,100966.2,0.5939,3,2.43,23.8,1.0857,176.45,900.204,1.048,1813.3,0,1119.285,219.081,1270713.5,604.414
TRIP-0179,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,3298.2,13.17,25310.3,0.7909,4,2.33,24.5,1.1118,250.43,159.932,1.064,638.5,1,224.751,64.819,188555.78,627.055
TRIP-0180,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,LNG,1.15,780.0,0.78,3073.8,12.35,105094.7,0.6182,1,0.67,6.8,1.0102,248.89,341.213,1.048,1809.4,0,423.924,82.711,370160.72,1182.748
TRIP-0181,VESSEL-004,Feeder Container,22000,18500,9800,180.0,HFO,1.0,620.0,1.0,2645.9,15.5,7254.9,0.3922,3,1.91,20.4,1.0806,170.7,257.182,1.032,901.6,1,311.868,54.686,204658.16,1116.487
TRIP-0182,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,1736.7,9.42,12417.9,0.3881,4,2.9,29.4,1.1191,184.36,89.708,1.064,677.7,0,158.765,69.057,168576.75,198.456
TRIP-0183,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,827.8,13.3,11694.1,0.6321,2,1.32,16.1,1.0491,62.24,125.324,1.032,933.8,0,159.11,33.786,166954.5,198.888
TRIP-0184,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,3607.3,11.83,11404.1,0.6164,3,1.93,20.2,1.0803,304.93,72.238,1.032,852.4,0,98.952,26.714,292865.6,28.696
TRIP-0185,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3577.3,9.66,25600.7,0.3657,2,1.22,11.3,1.0419,370.32,322.632,1.04,1144.1,1,508.846,186.214,502653.7,636.058
TRIP-0186,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,2195.3,11.3,88915.3,0.8717,3,1.14,13.1,1.0696,194.27,63.943,1.016,1442.8,1,84.33,20.387,260624.0,24.456
TRIP-0187,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1333.3,9.04,12391.4,0.3872,2,1.08,18.1,1.0521,147.49,31.707,1.064,673.2,1,53.549,21.842,46450.38,191.705
TRIP-0188,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,3625.7,11.73,44014.4,0.6288,2,0.79,17.4,1.0511,309.1,560.767,1.04,1054.7,1,733.283,172.516,825861.3,395.973
TRIP-0189,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3355.9,12.08,94328.4,0.5549,1,0.44,9.9,1.0149,277.81,403.35,1.048,1784.8,1,540.919,137.569,370369.78,1936.49
TRIP-0190,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2920.4,14.4,16535.8,0.5167,2,1.28,13.1,1.0446,202.81,182.151,1.064,723.2,1,228.886,46.735,155159.32,819.412
TRIP-0191,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,1333.7,9.63,14345.9,0.4483,2,1.62,14.2,1.0463,138.49,36.561,1.064,678.3,1,58.585,22.024,49572.7,209.734
TRIP-0192,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,LNG,1.15,780.0,0.78,2293.4,9.45,20732.7,0.6479,2,1.73,17.3,1.0509,242.69,55.333,1.064,692.9,1,90.732,35.399,84020.96,253.142
TRIP-0193,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3411.8,14.5,91609.9,0.5389,2,1.03,18.8,1.0532,235.3,588.407,1.048,1809.4,1,693.417,105.01,464918.54,2482.433
TRIP-0194,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,566.4,14.05,58811.9,0.8402,2,1.39,9.8,1.0397,40.31,121.693,1.04,1075.5,1,148.359,26.666,160191.05,185.449
TRIP-0195,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,741.3,14.13,25736.1,0.3677,3,2.54,19.5,1.0793,52.46,155.557,1.04,1099.8,1,200.544,44.987,239848.4,108.294
TRIP-0196,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,1253.9,14.15,68383.7,0.9769,3,1.42,23.1,1.0847,88.61,282.088,1.04,1107.8,1,349.787,67.699,351547.65,437.234
TRIP-0197,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2424.7,10.08,29856.7,0.933,3,1.9,14.3,1.0715,240.55,163.708,1.064,687.3,0,256.067,92.359,261013.65,320.084
TRIP-0198,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,3210.8,9.18,18764.8,0.5864,4,1.95,29.6,1.1194,349.76,82.811,1.064,722.8,1,146.921,64.11,104341.02,525.977
TRIP-0199,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2045.7,11.78,31316.2,0.9786,6,4.2,38.6,1.1829,173.66,190.591,1.064,642.6,0,282.074,91.483,285720.3,352.593
TRIP-0200,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3161.6,13.36,117777.7,0.6928,5,1.74,34.6,1.1519,236.65,481.198,1.048,1748.7,1,677.901,196.703,455298.62,2426.886
TRIP-0201,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1663.1,14.79,15015.7,0.8117,3,2.38,18.4,1.0776,112.45,324.079,1.032,869.8,0,411.471,87.392,406697.45,514.339
TRIP-0202,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Ammonia,0.46,1100.0,0.15,872.4,13.77,62082.0,0.8869,2,0.77,11.8,1.0427,63.36,197.889,1.04,1095.0,1,243.864,45.975,287500.4,131.687
TRIP-0203,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,3613.4,12.42,18529.4,0.579,3,2.66,20.9,1.0814,290.93,340.552,1.064,638.6,1,450.599,110.047,441319.05,563.249
TRIP-0204,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Hydrogen,2.98,2800.0,0.08,1340.6,12.22,16765.2,0.9062,4,1.87,26.9,1.1153,109.71,30.541,1.032,903.4,1,42.876,12.335,131352.8,12.434
TRIP-0205,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Ammonia,0.46,1100.0,0.15,3309.2,15.34,62770.7,0.6154,5,2.2,36.1,1.1542,215.72,1081.925,1.016,1375.9,1,1404.344,322.419,1569278.4,758.346
TRIP-0206,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,Ammonia,0.46,1100.0,0.15,1904.2,11.01,102568.4,0.6033,2,1.06,9.4,1.0391,172.95,418.419,1.048,1771.3,1,596.439,178.02,691082.9,322.077
TRIP-0207,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,3896.9,10.25,141259.4,0.8309,2,1.63,11.2,1.0418,380.19,361.036,1.048,1821.1,0,538.965,177.929,373658.3,1929.495
TRIP-0208,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2849.8,12.46,22279.7,0.6962,3,1.29,13.7,1.0706,228.72,278.163,1.064,632.8,0,379.038,100.875,377836.1,473.798
TRIP-0209,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,HFO,1.0,620.0,1.0,2713.9,11.58,17466.3,0.5458,2,0.96,16.2,1.0493,234.36,110.262,1.064,630.8,1,155.54,45.278,109684.8,556.833
TRIP-0210,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Methanol,0.5,950.0,0.35,2656.4,15.56,37998.6,0.3725,7,5.69,41.6,1.2124,170.72,772.575,1.016,1376.4,1,1087.913,315.338,1058017.35,1359.891
TRIP-0211,VESSEL-003,Capesize Bulk,180000,170000,21000,162.0,HFO,1.0,620.0,1.0,620.8,14.43,117539.0,0.6914,5,1.69,39.1,1.1587,43.02,110.184,1.048,1732.5,1,146.405,36.221,125771.1,524.13
TRIP-0212,VESSEL-001,Handysize Bulk,35000,32000,7200,175.0,Methanol,0.5,950.0,0.35,2746.2,13.91,20422.3,0.6382,3,1.97,21.8,1.0827,197.43,329.407,1.064,649.7,1,432.092,102.685,423737.4,540.115
TRIP-0213,VESSEL-004,Feeder Container,22000,18500,9800,180.0,Methanol,0.5,950.0,0.35,1471.9,16.51,18148.5,0.981,2,1.17,18.8,1.0532,89.15,370.618,1.032,860.9,0,442.569,71.951,436240.55,553.211
TRIP-0214,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,1383.8,14.23,95859.3,0.9398,3,1.71,18.6,1.0779,97.25,64.938,1.016,1432.3,1,79.798,14.86,247934.4,23.141
TRIP-0215,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,520.4,11.45,69948.8,0.6858,1,0.43,4.3,1.0065,45.45,14.888,1.016,1380.8,1,19.855,4.967,80094.0,5.758
TRIP-0216,VESSEL-002,Panamax Bulk,75000,70000,12500,168.0,Methanol,0.5,950.0,0.35,3521.7,9.77,37140.9,0.5306,2,1.58,13.8,1.0457,360.46,339.143,1.04,1138.0,1,521.17,182.027,514361.5,651.462
TRIP-0217,VESSEL-005,Neo-Panamax Green,110000,102000,16500,158.0,Hydrogen,2.98,2800.0,0.08,986.5,14.92,101523.8,0.9953,2,1.07,12.6,1.0439,66.12,51.539,1.016,1411.1,1,61.173,9.634,195784.4,17.74
